CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUCTURE,GLOBALID,GLOBALID_GUID,CREATED_DT,MODIFIED_ACTION,MODIFIED_DT,Shape_Length,Shape_Area,sum_Area_SQUAREKILOMETERS,Fut_no_green,Green Count,Total Stops,Service Coverage,SS_Ser Cov Future
Residential,1,ABB,ABBEYDALE,NORTHEAST,ESTABLISHED,2000s,{D9AC9C85-6A87-4006-8BC0-905F6873ACF1},{C81B5298-6E3D-47E9-A4A7-BC3DAD6E58D7},10:01.0,MODIFIED ATTRIBUTE,04:44.0,9222.118881,4300270.699,0,0,0,0,0,0
Residential,1,ACA,ACADIA,SOUTH,ESTABLISHED,1960s/1970s,{0AE5F067-2370-4134-967D-09D56FF98EF5},{014B36D2-1114-40AA-B04B-E909E9AD701F},10:25.0,MODIFIED ATTRIBUTE,44:52.0,14488.11775,9824282.481,0.121919535,3,0,3,3.05E-07,0.048818437
Residential,1,ALB,ALBERT PARK/RADISSON HEIGHTS,EAST,ESTABLISHED,1950s,{0404E6C0-8B3A-46C8-8668-27D910EA37EC},{2AE4E5D3-0A23-44B2-905D-E122B8D3D7E3},10:10.0,MODIFIED ATTRIBUTE,55:12.0,13076.83128,6335590.09,0.450872662,5,0,5,7.89E-07,0.126167178
Residential,1,ALT,ALTADORE,CENTRE,ESTABLISHED,INNER CITY,{71EEC439-16A7-4A6D-9FFA-876453A5A9D2},{31AC3F2E-9AD8-4836-B5BD-5B95E9F4711B},10:10.0,MODIFIED ATTRIBUTE,52:51.0,12690.52755,5377517.945,0,0,0,0,0,0
Residential,1,APP,APPLEWOOD PARK,EAST,ESTABLISHED,2000s,{A59D3BE0-3E6E-4A02-9A98-51AB6F544FB0},{40E94852-88AA-4A68-90FD-2DB494264583},10:30.0,MODIFIED ATTRIBUTE,04:36.0,8884.462043,3925106.662,0.102036848,1,0,1,2.55E-07,0.040729773
Residential,1,ARB,ARBOUR LAKE,NORTHWEST,ESTABLISHED,2000s,{57086F41-1E61-4F66-B3C9-BA58E7F39BBE},{9279BBF7-53F6-4911-80D9-5E8B84A4E0B5},43:05.0,MODIFIED ATTRIBUTE,02:02.0,13985.4893,11142510.41,0.099783182,1,0,1,8.97E-08,0.014347638
Residential,1,ASP,ASPEN WOODS,WEST,DEVELOPING,BUILDING OUT,{65F43009-225F-4205-AA86-89131EDBFEE3},{816FBA76-00D0-425C-A131-ABFB7F5ED6D8},10:03.0,CREATED,11:39.0,14543.44863,10086261.53,0.112958398,2,0,2,1.98E-07,0.031700289
Residential,1,AUB,AUBURN BAY,SOUTHEAST,COMPLETE,2000s,{8E78D65B-D6BC-4642-A33B-86E699551500},{DF55AD56-CCFF-4B41-9CBB-E7B05689CEC3},10:06.0,MODIFIED ATTRIBUTE,27:10.0,13285.77184,11355312.65,0.096952804,1,1,2,1.76E-07,0.028157517
Residential,1,BNF,BANFF TRAIL,CENTRE,ESTABLISHED,1950s,{E4E87C00-CB5C-4F11-8BBF-54DA04CD57F4},{DBECF4A1-F737-4C23-AC53-93C9762377B1},10:03.0,MODIFIED ATTRIBUTE,23:28.0,9339.388754,3680897.35,0.322523898,3,0,3,8.15E-07,0.130295977
Residential,1,BNK,BANKVIEW,CENTRE,ESTABLISHED,INNER CITY,{FA6DF4DF-65D8-4A6C-95BC-4F77A9B21FED},{41A4F6F5-C60B-46B0-94C2-8E2247492AE4},10:18.0,MODIFIED ATTRIBUTE,57:42.0,5434.381128,1733809.951,0,0,0,0,0,0
Residential,1,BYV,BAYVIEW,SOUTH,ESTABLISHED,1960s/1970s,{94189A46-3B79-4B9B-B83D-D4C2E618E94F},{CF7F52A1-C623-464E-9110-59DAC384BCE9},10:24.0,MODIFIED ATTRIBUTE,59:55.0,6818.261621,1067703.036,0.074200495,1,0,1,9.37E-07,0.149731432
Residential,1,BED,BEDDINGTON HEIGHTS,NORTH,ESTABLISHED,1960s/1970s,{164768EE-A5C6-49E1-9655-1B5252AA32D5},{E43821BF-A794-41C8-9BEE-7330BBCB0EE7},10:21.0,MODIFIED ATTRIBUTE,50:08.0,14976.91269,8114302.485,0,0,1,1,1.23E-07,0.019702088
Residential,1,BEL,BEL-AIRE,CENTRE,ESTABLISHED,1960s/1970s,{21A9CBBE-4129-42F0-8F23-A6F14279F340},{63C81174-2C63-4DDE-B7AD-6E36FC44D6D6},10:32.0,MODIFIED ATTRIBUTE,54:53.0,4094.47835,849995.4617,0,0,0,0,0,0
Residential,1,BLM,BELMONT,SOUTH,DEVELOPING,BUILDING OUT,{A7440A3C-762A-47F3-AC0B-FE1A3DEF4265},{37BAAFFC-3946-45F7-A8E8-844E6F83F86D},07:21.0,MODIFIED SHAPE,44:04.0,15378.79546,7134081.595,0.044163205,1,0,1,1.40E-07,0.02240915
Residential,1,BLN,BELTLINE,CENTRE,ESTABLISHED,CENTRE CITY,{891C87ED-B6C4-4FDC-BFA7-507BD148BE10},{2FE354CB-2F5C-4F2B-B736-F35E41E8C669},10:33.0,MODIFIED ATTRIBUTE,31:06.0,15397.29254,7433016.659,0.516999124,8,2,10,1.35E-06,0.21507917
Residential,1,BDO,BONAVISTA DOWNS,SOUTH,ESTABLISHED,1960s/1970s,{AF3168BF-760E-4B6B-9E23-96726F1C2A92},{BA45DAD4-0D08-4E12-85B1-1492D6FCA953},10:26.0,MODIFIED ATTRIBUTE,16:54.0,5853.540264,1436187.234,0,0,0,0,0,0
Residential,1,BOW,BOWNESS,NORTHWEST,ESTABLISHED,1950s,{357F14F6-C734-4094-B2DA-D2B2C49BE494},{12B21661-46E0-4055-9B62-174A23845AE9},10:16.0,MODIFIED ATTRIBUTE,31:59.0,23165.61435,14247335.7,0.890569357,6,0,6,4.21E-07,0.067325727
Residential,1,BRA,BRAESIDE,SOUTH,ESTABLISHED,1960s/1970s,{CE8DB3BF-1C1F-4FB9-B04B-3136056EB250},{7E17F114-2AB5-464E-B743-88CD50FDB8D9},10:15.0,MODIFIED ATTRIBUTE,44:37.0,8985.166543,4936471.789,0.25183298,3,0,3,6.08E-07,0.097155648
Residential,1,BRE,BRENTWOOD,NORTHWEST,ESTABLISHED,1960s/1970s,{2476F796-C076-43A6-8044-6AFFABF64EC0},{5FE7DB1D-DBAA-4B14-B287-476FF167DE3F},10:06.0,MODIFIED ATTRIBUTE,29:53.0,12744.40395,7324129.699,0.361264239,4,0,4,5.46E-07,0.08731069
Residential,1,BRD,BRIDGELAND/RIVERSIDE,CENTRE,ESTABLISHED,INNER CITY,{62912910-D9D0-4CDB-B6CB-DCD603654AFE},{E08FA842-7EE7-45D3-81D3-866C5060B66B},10:14.0,MODIFIED ATTRIBUTE,37:49.0,13331.53236,7706777.934,0.410293632,4,0,4,5.19E-07,0.082975639
Residential,1,BRI,BRIDLEWOOD,SOUTH,COMPLETE,2000s,{68CE0D94-7021-423B-8BC7-23D2C66BD2F7},{3519DFF0-4FC7-45F1-9240-97F62F0CCFDB},10:04.0,MODIFIED ATTRIBUTE,36:02.0,11581.67996,7886954.712,0,0,0,0,0,0
Residential,1,BRT,BRITANNIA,CENTRE,ESTABLISHED,1950s,{1E703C5B-1635-41A1-8D9A-92C0C3C510E2},{CFA98541-846A-4517-93C9-01223FE3036A},10:31.0,MODIFIED ATTRIBUTE,51:24.0,5057.419677,1265826.574,0,0,0,0,0,0
Residential,1,CAM,CAMBRIAN HEIGHTS,CENTRE,ESTABLISHED,1950s,{1E935549-94C0-4143-8FFC-63FFB554E185},{68BEB44D-ADCC-4150-9A2E-F87B651B2FE1},10:30.0,MODIFIED ATTRIBUTE,47:02.0,8216.674937,2186564.382,0,0,0,0,0,0
Residential,1,CAN,CANYON MEADOWS,SOUTH,ESTABLISHED,1960s/1970s,{947B545A-67F1-4CC0-B6A2-A49873CCB32A},{64CE7E13-53AE-4CC4-B38F-31A852D00187},10:31.0,MODIFIED ATTRIBUTE,52:19.0,13480.2304,7721711.166,0.138395199,1,0,1,1.30E-07,0.020703792
Residential,1,CAP,CAPITOL HILL,CENTRE,ESTABLISHED,1950s,{A74214B2-8A55-4FDB-A894-C95910F12347},{08D4D68D-A7AE-4965-B675-17B60D650F97},10:17.0,MODIFIED ATTRIBUTE,34:32.0,10524.38472,3577618.04,0.150696418,3,0,3,8.39E-07,0.134057384
Residential,1,CAR,CARRINGTON,NORTH,DEVELOPING,BUILDING OUT,{8673787E-7079-4CD7-B04E-3FD301CA62C3},{C523CEFB-9071-4B68-8376-28DC44DF0C37},10:28.0,MODIFIED SHAPE,20:31.0,13892.69666,7595937.445,0.217564906,3,1,4,5.27E-07,0.084186425
Residential,1,CAS,CASTLERIDGE,NORTHEAST,ESTABLISHED,1980s/1990s,{241FBDCE-957F-4E86-B023-D0F6E7CC0A35},{15D55889-989A-4E46-A604-30A6D565BBFE},10:09.0,MODIFIED ATTRIBUTE,55:22.0,7273.669083,3070900.382,0.148929598,2,0,2,6.51E-07,0.104118457
Residential,1,CED,CEDARBRAE,SOUTH,ESTABLISHED,1960s/1970s,{5F20C7B7-D3FE-483D-BAEC-1043F29F9B2A},{EAA343E5-429C-416A-8E22-EC916D1347EB},10:10.0,MODIFIED ATTRIBUTE,59:18.0,10034.88796,5109334.377,0.16876908,2,0,2,3.91E-07,0.062579073
Residential,1,CHA,CHAPARRAL,SOUTH,COMPLETE,2010s,{7D64D531-E4CE-424E-B4C9-FEA10BCBD631},{E828A777-9BC8-4A88-8523-58FDF48211C4},10:23.0,MODIFIED ATTRIBUTE,52:19.0,16098.78722,13668482.71,0,0,0,0,0,0
Residential,1,CHW,CHARLESWOOD,NORTHWEST,ESTABLISHED,1950s,{A3B044FE-89FB-48EE-A6FF-4263D8E42449},{9B9FE12B-367F-4512-A746-9DA824813154},10:10.0,MODIFIED ATTRIBUTE,04:44.0,13422.59186,4635227.868,4.52E-05,1,0,1,2.16E-07,0.034489934
Residential,1,CHN,CHINATOWN,CENTRE,ESTABLISHED,CENTRE CITY,{CA8B5A92-729F-497A-97AA-A1387D013AD7},{B067C115-DF23-45D1-B246-9912F2D771B3},10:15.0,MODIFIED ATTRIBUTE,03:45.0,4214.253366,623484.4322,0.015105121,2,1,3,4.81E-06,0.769235109
Residential,1,CHK,CHINOOK PARK,SOUTH,ESTABLISHED,1950s,{FCAF5CF9-2EDF-4B2C-B971-B122D933063A},{AB7206FF-C052-405A-90D2-99D47AE2201C},10:05.0,MODIFIED ATTRIBUTE,09:34.0,5146.200128,1466216.01,0.173361236,5,0,5,3.41E-06,0.545174463
Residential,1,CHR,CHRISTIE PARK,WEST,ESTABLISHED,1980s/1990s,{E1CDCA2A-6D69-493F-827E-A540490960A7},{C4E995C5-21F2-47D9-9CA4-B247095792B2},10:18.0,MODIFIED ATTRIBUTE,20:13.0,7453.241715,2069459.888,0.145883453,2,0,2,9.66E-07,0.15450283
Residential,1,CIT,CITADEL,NORTHWEST,ESTABLISHED,1980s/1990s,{9704B1AA-A999-4CA9-AF53-20261DD11AE4},{931A8F7E-6B92-4C08-B950-938AA1DF910A},43:39.0,MODIFIED ATTRIBUTE,02:52.0,12489.59099,6935289.896,0,0,0,0,0,0
Residential,1,CSC,CITYSCAPE,NORTHEAST,DEVELOPING,BUILDING OUT,{4935A16E-1C47-4F81-9BF8-D7A13A086418},{EC971F01-A43B-4693-85CA-9C3416F917F2},10:08.0,CREATED,10:08.0,10345.46221,5858873.464,0,0,0,0,0,0
Residential,1,CLI,CLIFF BUNGALOW,CENTRE,ESTABLISHED,INNER CITY,{4CE0E889-AAC3-4567-A2D1-F242AD5D4BAA},{A26289E3-659A-4A07-9D53-82AA06B3CD18},10:15.0,MODIFIED ATTRIBUTE,49:43.0,4679.647719,916288.9917,0,0,0,0,0,0
Residential,1,COA,COACH HILL,WEST,ESTABLISHED,1980s/1990s,{E3524996-5BE9-42CC-93B4-F4A630B9E3BB},{428AD2B7-591D-41D2-8A12-7A156644DAC0},10:27.0,MODIFIED ATTRIBUTE,07:41.0,7702.129784,2712418.798,0,0,0,0,0,0
Residential,1,COL,COLLINGWOOD,NORTHWEST,ESTABLISHED,1950s,{B2D849AA-6EFD-40AF-B6E8-9BE4B4204A99},{8F22FC20-36CB-4755-96DF-84F70FAD7B46},10:29.0,MODIFIED ATTRIBUTE,34:21.0,8894.26294,3953260.035,0,0,0,0,0,0
Residential,1,CPF,COPPERFIELD,SOUTHEAST,DEVELOPING,BUILDING OUT,{6BBD4B48-B950-4AD8-87BC-686088FC34DB},{E352A807-728D-4E7F-A733-BE8B58F74385},10:24.0,CREATED,22:54.0,16469.10655,11579408.32,0,0,0,0,0,0
Residential,1,COR,CORAL SPRINGS,NORTHEAST,ESTABLISHED,2000s,{66757400-5E54-49B4-B7F0-C4D444AEB25A},{ADCB6436-73A7-434E-A0EF-07E25BC9B1E7},10:22.0,MODIFIED ATTRIBUTE,03:00.0,8669.965673,4603391.879,0,0,0,0,0,0
Residential,1,CNS,CORNERSTONE,NORTHEAST,DEVELOPING,2000s,{9B866688-DEA1-4D26-A2D0-66A60F487393},{9B5E8AE2-7B37-4492-A146-3AA75161A23F},10:36.0,MODIFIED SHAPE,37:01.0,19280.96158,19404901.02,0.096294683,1,0,1,5.15E-08,0.008238574
Residential,1,CGR,COUGAR RIDGE,WEST,COMPLETE,2000s,{6243E25C-BCDD-4C0A-88D8-7104DDAE1CF8},{64401809-BA6B-4B93-8329-568191F63556},10:11.0,MODIFIED ATTRIBUTE,13:49.0,12947.34172,5723135.413,0,0,0,0,0,0
Residential,1,COU,COUNTRY HILLS,NORTH,ESTABLISHED,1980s/1990s,{21E85096-4E75-48D2-A774-D6F3479D9E18},{75DBF0C1-CCA4-4236-9141-3978F63EBEF4},10:25.0,MODIFIED ATTRIBUTE,50:27.0,11857.77973,4792048.326,0.102154843,1,1,2,4.17E-07,0.066722493
Residential,1,CHV,COUNTRY HILLS VILLAGE,NORTH,COMPLETE,2000s,{0EA492CE-2426-4F01-93E9-E232D8BB557F},{BDE4A9DC-123B-4748-95AE-E1A30BE73825},10:34.0,MODIFIED ATTRIBUTE,21:29.0,6386.280284,2417325.683,0,0,1,1,4.14E-07,0.066134533
Residential,1,COV,COVENTRY HILLS,NORTH,COMPLETE,2000s,{FAD11790-FE69-469A-B459-5501DE12BB43},{42E34932-E941-49B7-9650-6425FB7F65E2},10:28.0,MODIFIED ATTRIBUTE,21:09.0,14826.75303,10372848.59,0,0,1,1,9.64E-08,0.015412228
Residential,1,CRA,CRANSTON,SOUTHEAST,DEVELOPING,BUILDING OUT,{302E0F1E-2013-4CEB-9D4F-7046EC19CFB5},{06551AEC-6E26-459B-8521-3FEF9834C2BB},10:23.0,MODIFIED SHAPE,52:19.0,23371.0603,20707299.04,0,0,0,0,0,0
Residential,1,CRE,CRESCENT HEIGHTS,CENTRE,ESTABLISHED,INNER CITY,{428B1CDB-9F28-4915-9462-5CEADFAC25BF},{39B88958-2949-471B-AA37-BBAC516A82CB},10:34.0,MODIFIED ATTRIBUTE,23:22.0,9196.168996,4091935.963,0.109208416,2,2,4,9.78E-07,0.15627684
Residential,1,CRM,CRESTMONT,WEST,DEVELOPING,2000s,{3349A787-F26A-4570-9639-A73BF1ECD457},{4E4FDEBB-12FF-4C88-A028-950CF27B7E7A},10:31.0,MODIFIED ATTRIBUTE,15:08.0,14111.12188,6825945.399,0,0,0,0,0,0
Residential,1,CUR,CURRIE BARRACKS,WEST,ESTABLISHED,BUILDING OUT,{39972D12-64B4-4687-8BFE-E6261002A32E},{AE08E84A-DF57-42C5-A93D-385F3F80EFF5},10:17.0,MODIFIED ATTRIBUTE,48:44.0,6860.801842,2485964.088,0.006003555,1,0,1,4.02E-07,0.064308534
Residential,1,DAL,DALHOUSIE,NORTHWEST,ESTABLISHED,1960s/1970s,{5DB47563-CC4C-4289-8EBF-5620818FA277},{9A268770-E7BD-46EB-9458-0AABEAD925D4},10:09.0,MODIFIED ATTRIBUTE,30:12.0,12097.83367,8472211.486,0.164240776,2,0,2,2.36E-07,0.037739545
Residential,1,DRG,DEER RIDGE,SOUTH,ESTABLISHED,1980s/1990s,{3A45F5AC-8B06-4B53-9080-88EA89D926CA},{C28A4074-F350-47E5-B3DB-DE0BAF890064},10:16.0,MODIFIED ATTRIBUTE,45:26.0,7762.982608,3561815.105,0,0,0,0,0,0
Residential,1,DRN,DEER RUN,SOUTH,ESTABLISHED,1980s/1990s,{2048C86D-438F-4ABC-8F84-0AD8B052E161},{EEB2B290-DEB4-48A1-B83A-92A1C6B623E9},10:24.0,MODIFIED ATTRIBUTE,52:19.0,16878.92676,4695631.998,0,0,0,0,0,0
Residential,1,DIA,DIAMOND COVE,SOUTH,ESTABLISHED,1980s/1990s,{16EBC40B-9FA9-4B4E-B261-E63C69A910A3},{F4340048-F04E-4C42-9979-A85CB6F2757A},10:27.0,MODIFIED ATTRIBUTE,52:19.0,8658.787723,1346881.246,0,0,0,0,0,0
Residential,1,DIS,DISCOVERY RIDGE,WEST,ESTABLISHED,2000s,{2A4E5D59-DDA5-482B-B718-1C3927D15CAC},{40912307-5253-45A7-8C1C-E9CE92199884},10:32.0,MODIFIED ATTRIBUTE,00:14.0,13607.63826,9035411.138,0,0,0,0,0,0
Residential,1,DDG,DOUGLASDALE/GLEN,SOUTHEAST,ESTABLISHED,1980s/1990s,{EABA69B8-D491-4267-B7A6-7ED1B5A98241},{6643D0BE-CDCA-4630-AEFA-5F8AD3FAD31B},10:34.0,MODIFIED ATTRIBUTE,52:19.0,20617.38705,16203856.9,0.478087644,3,1,4,2.47E-07,0.039464359
Residential,1,DOV,DOVER,EAST,ESTABLISHED,1960s/1970s,{EFC96479-8BF3-498A-8ECC-5D6828DF545A},{64A0D3C6-050E-430C-803B-DE5675AA61B5},10:28.0,MODIFIED ATTRIBUTE,25:24.0,14687.01758,10479685.3,0,0,0,0,0,0
Residential,1,DNC,DOWNTOWN COMMERCIAL CORE,CENTRE,ESTABLISHED,CENTRE CITY,{CC9CFF84-2527-4971-9CA0-6277DFD550A3},{5F3E5691-95BA-4807-B957-DA2B07AEACF4},10:33.0,MODIFIED ATTRIBUTE,32:29.0,8442.935678,3357242.806,2.955384765,18,3,21,6.26E-06,1
Residential,1,DNE,DOWNTOWN EAST VILLAGE,CENTRE,ESTABLISHED,CENTRE CITY,{2FDBEED9-1ABE-4DCD-B4B9-C818DA0A6D7C},{63662D7C-9176-467A-BCE0-E4D612A70AAF},10:18.0,MODIFIED ATTRIBUTE,33:26.0,5621.719381,1319217.95,0.289883548,5,1,6,4.55E-06,0.727106715
Residential,1,DNW,DOWNTOWN WEST END,CENTRE,ESTABLISHED,CENTRE CITY,{79A32D06-C955-4B21-B329-AD01509A2C49},{F6046AC2-C0A9-466A-B41C-B383C60EFE31},10:12.0,MODIFIED ATTRIBUTE,24:56.0,4462.40058,921076.0987,0.293244415,4,0,4,4.34E-06,0.694269259
Residential,1,EAG,EAGLE RIDGE,SOUTH,ESTABLISHED,1960s/1970s,{CF57F718-0A00-4004-A4A5-1287CFAAFA6B},{D831D7BA-AC4A-40D9-912E-8DADB2FD9B19},10:18.0,MODIFIED ATTRIBUTE,34:22.0,6169.610957,948500.214,0.185215952,2,0,2,2.11E-06,0.337097879
Residential,1,EAU,EAU CLAIRE,CENTRE,ESTABLISHED,CENTRE CITY,{33D20E6A-518B-4A87-B863-4C009AADB6BA},{031B19E8-C813-4B27-BA69-D24B6ECD7726},10:23.0,MODIFIED ATTRIBUTE,03:38.0,5122.146472,1304418.408,0.006855515,1,1,2,1.53E-06,0.24511875
Residential,1,EDG,EDGEMONT,NORTHWEST,ESTABLISHED,1980s/1990s,{404525B6-1083-40D5-8607-745D475833A0},{0F6D0CA0-7962-4461-AE8C-0A1213153635},10:21.0,MODIFIED ATTRIBUTE,29:23.0,18313.871,16786109.67,0.172176113,2,0,2,1.19E-07,0.019047737
Residential,1,EPK,ELBOW PARK,CENTRE,ESTABLISHED,INNER CITY,{9BACED75-D1D5-46F9-8386-A00ECCEB4D6F},{A70AE11B-6086-4A9F-889F-F88C37BD1C73},10:24.0,MODIFIED ATTRIBUTE,53:20.0,11572.29991,4518605.579,0,0,0,0,0,0
Residential,1,EYA,ELBOYA,CENTRE,ESTABLISHED,1950s,{B8048F2D-D8C3-4DAE-8833-87D6BFD343F1},{FFB760F9-EEC6-4F1C-8EB0-A7EEB6D6FFCE},10:14.0,MODIFIED ATTRIBUTE,48:45.0,6207.166968,1821047.486,0,0,0,0,0,0
Residential,1,ERI,ERIN WOODS,EAST,ESTABLISHED,1980s/1990s,{8466A6B5-5326-41F6-9984-29E37683692D},{50BCB035-C917-4D57-9878-6C2715337914},10:13.0,MODIFIED ATTRIBUTE,23:59.0,8363.629807,4032503.005,0.103319392,1,0,1,2.48E-07,0.039645031
Residential,1,ERL,ERLTON,CENTRE,ESTABLISHED,INNER CITY,{3BB1FC22-9989-497C-ACA3-9F7DFDB6D1EF},{A312877D-B0E0-42E3-83B2-99452190B617},10:26.0,MODIFIED ATTRIBUTE,01:08.0,6463.804604,1276649.629,0.077730741,1,0,1,7.83E-07,0.1252252
Residential,1,EVN,EVANSTON,NORTH,COMPLETE,2010s,{59E94782-A0CC-4530-BEE1-8B9589B637D1},{ED6AB735-0228-4EF8-9211-EFF2B82330E9},10:03.0,MODIFIED SHAPE,20:31.0,17108.90006,12402281.18,0.24860596,3,0,3,2.42E-07,0.038670798
Residential,1,EVE,EVERGREEN,SOUTH,COMPLETE,2000s,{FDFE04F2-6064-43C4-B64E-BE9C201FBF7A},{010E4859-0843-4DF6-A26C-D3AA3BA7B2D2},10:02.0,MODIFIED ATTRIBUTE,52:19.0,19766.02946,12320093.58,0,0,0,0,0,0
Residential,1,FAI,FAIRVIEW,SOUTH,ESTABLISHED,1950s,{67387CA4-430B-4028-94CE-8AA749914ED9},{1249588B-A109-4A2E-A0CC-DD1E6F2A7212},10:32.0,MODIFIED ATTRIBUTE,21:47.0,8111.173515,3327588.116,0.102816491,3,0,3,9.02E-07,0.144130252
Residential,1,FAL,FALCONRIDGE,NORTHEAST,ESTABLISHED,1980s/1990s,{F59AF2DB-7592-4C32-B258-6E020E3138FD},{6FF13BA9-2BC2-49EC-944A-3AD4C471D582},10:04.0,MODIFIED ATTRIBUTE,02:53.0,9549.645629,5462205.399,0.194251223,2,0,2,3.66E-07,0.058536321
Residential,1,FHT,FOREST HEIGHTS,EAST,ESTABLISHED,1960s/1970s,{E00F1B4D-2EF4-491B-A9EE-FFF8ECD47100},{D1CE6C35-1FB2-484B-9C5B-0B5B9579783E},10:27.0,MODIFIED ATTRIBUTE,32:04.0,8251.582998,3804082.232,0.104053319,2,0,2,5.26E-07,0.08405113
Residential,1,FLN,FOREST LAWN,EAST,ESTABLISHED,1950s,{46E370E6-D756-4DED-9B02-A63A53C87DEB},{278C8F72-93B6-469F-ACD6-086560808158},10:05.0,MODIFIED ATTRIBUTE,30:56.0,10376.23597,5842006.262,0.447574769,5,0,5,8.56E-07,0.136826886
Residential,1,GAG,GARRISON GREEN,WEST,ESTABLISHED,BUILDING OUT,{5B6E4E75-2994-4195-8863-463E89250879},{C3E0A28D-9DEF-4011-A462-7A626FC3F4EA},10:08.0,MODIFIED ATTRIBUTE,08:33.0,4522.514931,909215.8407,0.066624539,2,0,2,2.20E-06,0.351662824
Residential,1,GAW,GARRISON WOODS,CENTRE,ESTABLISHED,INNER CITY,{14A313F9-5E68-4624-92FE-A78A5E1975C1},{1C87646D-4441-4DF5-8826-CB57A27A9361},10:36.0,MODIFIED ATTRIBUTE,47:12.0,6212.690985,1961361.336,0.022768522,1,0,1,5.10E-07,0.081509053
Residential,1,GLA,GLAMORGAN,WEST,ESTABLISHED,1950s,{EE7C0199-42CD-4A0B-B161-D2CB4F1D0E45},{979CE135-47DD-4C8E-9EE5-09A4DA6544DE},10:14.0,MODIFIED ATTRIBUTE,26:30.0,9749.416326,5128732.147,0.064247451,2,0,2,3.90E-07,0.062342388
Residential,1,GBK,GLENBROOK,WEST,ESTABLISHED,1950s,{B078CD86-D06E-4CC5-8990-6E6138FCBD4B},{69DB5354-0BCA-40DD-8BB5-E48ABB55E6EF},10:23.0,MODIFIED ATTRIBUTE,05:20.0,9541.006354,4950015.901,0.137299939,2,0,2,4.04E-07,0.064593209
Residential,1,GDL,GLENDALE,WEST,ESTABLISHED,1950s,{79BA91DE-9ED5-49EC-A5AB-1968952D521D},{6756033D-8FA7-4059-9C9A-1D3FFBA7F7E7},10:12.0,MODIFIED ATTRIBUTE,07:59.0,8392.687191,3458135.918,0.169073845,2,0,2,5.78E-07,0.092459469
Residential,1,GRV,GREENVIEW,CENTRE,ESTABLISHED,1960s/1970s,{72C292DA-74EB-47D9-9FAA-3C49408BEC37},{5E2CBE21-B8A9-4FDD-A3C6-059D38EDDC6D},10:33.0,MODIFIED ATTRIBUTE,38:32.0,6228.771976,1149941.466,0,0,0,0,0,0
Residential,1,GRE,GREENWOOD/GREENBRIAR,NORTHWEST,DEVELOPING,1960s/1970s,{D42537FE-8BDF-4BD7-9752-446DEFC6B07F},{32159656-9BCA-4BAC-B919-3C1AE7880F2A},10:11.0,MODIFIED ATTRIBUTE,15:02.0,7845.409836,3013985.93,0.114673066,2,0,2,6.64E-07,0.106084573
Residential,1,HAM,HAMPTONS,NORTHWEST,ESTABLISHED,2000s,{4207D66B-B769-450F-9AE8-A684A3307C17},{DE727865-7B12-499B-A2B3-A035E19BBD48},06:43.0,MODIFIED ATTRIBUTE,50:23.0,13189.65854,8886383.129,0.030413716,1,0,1,1.13E-07,0.017990301
Residential,1,HAR,HARVEST HILLS,NORTH,ESTABLISHED,1980s/1990s,{D3DCC2BE-3BD9-436C-9F1A-291259964E18},{7EC6BBF0-EA01-4216-97F4-D5E2862882B5},10:01.0,MODIFIED ATTRIBUTE,54:24.0,10130.19228,5530249.452,0.117996352,2,1,3,5.42E-07,0.086724138
Residential,1,HAW,HAWKWOOD,NORTHWEST,ESTABLISHED,1980s/1990s,{BE4C4160-9950-4F55-AF56-A42688C174A7},{26F9DAD6-FAE2-46B8-ADEB-19F53C0E02F6},43:03.0,MODIFIED ATTRIBUTE,02:45.0,11757.38314,8135581.451,0,0,0,0,0,0
Residential,1,HAY,HAYSBORO,SOUTH,ESTABLISHED,1950s,{80E1E797-1109-4CBC-A2C1-9632D538D324},{8FD4739F-4CCB-4714-AC83-92B142372D23},10:27.0,MODIFIED ATTRIBUTE,56:45.0,10387.17533,6725519.276,0.540890553,7,0,7,1.04E-06,0.166393239
Residential,1,HID,HIDDEN VALLEY,NORTH,ESTABLISHED,1980s/1990s,{8BC53A23-E5E4-4B10-95CC-02FFF8D67A35},{48DC06D6-BEFF-4F81-AD49-C9A918057895},10:12.0,MODIFIED ATTRIBUTE,00:49.0,16397.72422,10928451.55,0.059192312,1,0,1,9.15E-08,0.014628669
Residential,1,HPK,HIGHLAND PARK,CENTRE,ESTABLISHED,1950s,{029681BC-E7A2-44AB-B950-0B05BCE62783},{4DF6E5D3-6F08-4787-88D5-E0E9BDF105EF},10:33.0,MODIFIED ATTRIBUTE,57:24.0,10569.37628,3463308.348,0,0,1,1,2.89E-07,0.046160691
Residential,1,HIW,HIGHWOOD,CENTRE,ESTABLISHED,1950s,{ECE4285D-F887-4A0D-849B-40027E61E033},{EFB27757-37C8-4B62-977D-843F006F025E},10:13.0,MODIFIED ATTRIBUTE,16:23.0,6483.614868,2404671.793,0,0,0,0,0,0
Residential,1,HIL,HILLHURST,CENTRE,ESTABLISHED,INNER CITY,{AEDC7F88-1068-4D1F-9590-7399BD9A375F},{AB5D7C58-CE94-4709-9B02-215185A7DDCF},10:12.0,MODIFIED ATTRIBUTE,07:29.0,10737.81994,5227596.94,0.547458159,6,0,6,1.15E-06,0.183490089
