CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUCTURE,GLOBALID,GLOBALID_GUID,CREATED_DT,MODIFIED_ACTION,MODIFIED_DT,Shape_Length,Shape_Area,sum_Area_SQUAREKILOMETERS,Polygon_Count,Service Coverage,SS_Ser_Cov
Residential,1,TEM,TEMPLE,NORTHEAST,ESTABLISHED,1960s/1970s,{9A41725B-A85F-45A7-BE62-0083E5BB5C94},{E25A51DC-2525-4838-95F6-7E568936CE7A},10:15.0,MODIFIED ATTRIBUTE,02:53.0,10336.799954360310949,6644996.403010310605168,0.40152537,3,4.51468E-07,0.089158004
Residential,1,THO,THORNCLIFFE,NORTH,ESTABLISHED,1950s,{EA782D9D-18A3-4EF7-914A-35D9ECB4B79A},{FD9A8EEB-58E4-4018-81EF-6D32601C937F},10:27.0,MODIFIED ATTRIBUTE,30:58.0,13095.902178658843695,8280991.074312930926681,0,0,0,0
Residential,1,TUS,TUSCANY,NORTHWEST,COMPLETE,2000s,{DA74425F-9DC5-40A4-B46E-6601B0CC93A5},{A53B0427-DAD2-4652-A12D-A364A583B5B4},43:04.0,MODIFIED ATTRIBUTE,27:17.0,18563.757010634260951,17236127.368129163980484,0.155209549,1,5.80177E-08,0.011457613
Residential,1,TUX,TUXEDO PARK,CENTRE,ESTABLISHED,INNER CITY,{05855C4C-2741-4543-B8CC-A4011F5B2FF6},{55F8D2F3-600F-4DD2-B5EC-3002BDB3098B},10:24.0,MODIFIED ATTRIBUTE,07:04.0,7873.915553449210165,3360882.265327887609601,0.079475308,2,5.95082E-07,0.11751966
Residential,1,UNI,UNIVERSITY HEIGHTS,NORTHWEST,ESTABLISHED,1960s/1970s,{225FE441-0D18-441A-A1A5-5B0F01ADD8A4},{818E767C-7811-4E71-B8EE-93409A8E3C1B},10:04.0,MODIFIED ATTRIBUTE,59:50.0,6393.622358128608539,2066994.555185925215483,0,0,0,0
Residential,1,UMR,UPPER MOUNT ROYAL,CENTRE,ESTABLISHED,INNER CITY,{8A15FF20-1023-471B-82B5-01C2624F218C},{AA9817F7-EAFE-432A-B60B-F3D435B7191C},10:21.0,MODIFIED ATTRIBUTE,49:38.0,8086.608200898761424,3218729.199281549081206,0,0,0,0
Residential,1,VAL,VALLEY RIDGE,WEST,ESTABLISHED,2000s,{E70845DF-E424-4DBD-8386-671E0D9B5F27},{CD1B8C47-C051-4178-9C77-6C686C34B509},10:35.0,MODIFIED ATTRIBUTE,15:02.0,13820.645793673698790,8331242.460138265974820,0,0,0,0
Residential,1,VAR,VARSITY,NORTHWEST,ESTABLISHED,1960s/1970s,{5214BF28-337D-4AEA-9DCA-2337A8B2F6E6},{30B58E9A-3124-4D56-A00B-25D97ACF5E72},10:28.0,MODIFIED ATTRIBUTE,36:10.0,18797.716647086548619,17243890.811726495623589,0.68932004,4,2.31966E-07,0.045809817
Residential,1,WAL,WALDEN,SOUTH,DEVELOPING,BUILDING OUT,{B4E5543F-7218-44B9-A0D8-E6D0783FA2A4},{0BDA6C42-4D4B-4F29-838D-8FD7A9541C92},10:09.0,MODIFIED SHAPE,50:34.0,13015.122130783880493,6169273.211350992321968,0,0,0,0
Residential,1,WHL,WEST HILLHURST,CENTRE,ESTABLISHED,INNER CITY,{9F7748F0-C9A1-466D-9888-B37E723B8DD6},{FC2AF3A2-2470-45BA-9280-394121FC2F84},10:31.0,MODIFIED ATTRIBUTE,20:04.0,11296.266671403949658,5962331.573886877857149,0,0,0,0
Residential,1,WSP,WEST SPRINGS,WEST,DEVELOPING,BUILDING OUT,{048516CE-B851-4B28-A1BE-3C7A8D833960},{F25CA628-B354-49C8-A1F3-8305B284A18B},10:07.0,CREATED,15:46.0,13411.462917858218134,10557088.716129364445806,0,0,0,0
Residential,1,WGT,WESTGATE,WEST,ESTABLISHED,1950s,{C025B948-57E4-4295-9F9E-C5266B6BB289},{BA8EBBA8-9A46-4886-95CE-32FCCBB7F913},10:26.0,MODIFIED ATTRIBUTE,37:08.0,7329.533072106379223,2941231.566452017985284,0.092261247,1,3.39994E-07,0.067143598
Residential,1,WHI,WHITEHORN,NORTHEAST,ESTABLISHED,1960s/1970s,{5ADBFC5F-987B-4FBC-AE2B-8F2D1EB621B5},{8D4B6680-DD39-4F05-A68A-4A4A5BCF56BF},10:16.0,MODIFIED ATTRIBUTE,58:40.0,10318.644180939545549,6688957.937486044131219,0.715818251,5,7.47501E-07,0.147620057
Residential,1,WLD,WILDWOOD,WEST,ESTABLISHED,1950s,{8803A072-CE49-4F5A-A2D2-BD475FDE1675},{8F4BCD73-F2ED-438E-A350-CFF213AEC51D},10:25.0,MODIFIED ATTRIBUTE,43:33.0,13732.152625526341581,6479778.019749817438424,0,0,0,0
Residential,1,WIL,WILLOW PARK,SOUTH,ESTABLISHED,1960s/1970s,{A638E636-A9A4-4441-A9B9-579EB914FDC9},{D6338F12-C38A-475D-B204-5E6F36F658E4},10:05.0,MODIFIED ATTRIBUTE,45:15.0,11632.153844456564912,8557210.250743912532926,0.027842637,1,1.16861E-07,0.023078184
Residential,1,WND,WINDSOR PARK,CENTRE,ESTABLISHED,1950s,{9A720D54-7F7D-4753-A50E-B84429C07B79},{8BF4D594-9540-4819-8970-CA3C3E06ACFB},10:15.0,MODIFIED ATTRIBUTE,55:00.0,8471.110337727397564,3217860.491464888211340,0,0,0,0
Residential,1,WIN,WINSTON HEIGHTS/MOUNTVIEW,CENTRE,ESTABLISHED,1950s,{03331791-879E-4D7B-863E-C7AFE0A01A8D},{D4D49A52-B9F6-4416-AF44-E589F25BF1FB},10:00.0,MODIFIED ATTRIBUTE,08:38.0,13115.347835484748430,7638408.346547833643854,0.233351466,2,2.61835E-07,0.051708383
Residential,1,WWO,WOLF WILLOW,SOUTH,DEVELOPING,BUILDING OUT,{8BDF3AF2-CE52-4D24-BBEE-1B7C73CE4FAD},{A0018F55-EA8D-4036-9C64-AC66F1ED9B1E},13:52.0,MODIFIED SHAPE,15:31.0,13994.171310603527672,7157917.550345085561275,0,0,0,0
Residential,1,WBN,WOODBINE,SOUTH,ESTABLISHED,1980s/1990s,{9876FE58-857D-41AC-91FE-19DA5130FAAE},{D6F61B00-2654-45C7-BF79-4E774F474CE8},10:12.0,MODIFIED ATTRIBUTE,32:18.0,15251.796077596556643,8115057.617077342234552,0.304154533,2,2.46455E-07,0.048671218
Residential,1,WOO,WOODLANDS,SOUTH,ESTABLISHED,1980s/1990s,{F108F54D-9BB8-4130-9D96-433585FE6F1D},{C43D2F13-4700-4654-8CD8-AFEFA777EB72},10:29.0,MODIFIED ATTRIBUTE,44:41.0,13231.312519945306121,7054156.255805881693959,0.317384406,2,2.83521E-07,0.055991068
Residential,1,YKV,YORKVILLE,SOUTH,DEVELOPING,BUILDING OUT,{10EF9FD5-A419-4A0F-AF7D-24E7C6BE3BBF},{6CEA8AF8-FB5A-4006-9E73-EEF5FE71545F},19:37.0,MODIFIED SHAPE,32:05.0,10319.289366749033434,4994115.052848690189421,0,0,0,0
